U-bend length (cm)
1887,1807

Distance (m)
0.32,1.98,2.974,4.8,5.76,6.75,7.71,8.6917,9.06472735177,9.43775470353,9.8107820553,10.1838094071,11.5438094071,12.4938094071,13.4838094071,14.4538094071,15.9015094071,16.5555094071,17.4755094071,18.1355094071,18.5555094071,18.8755094071
0.32,1.98,2.974,4.8,5.76,6.75,7.71,8.6917,8.8657349461,9.03976989219,9.21380483829,9.38783978439,10.7478397844,11.6978397844,12.6878397844,13.6578397844,15.1055397844,15.7595397844,16.6795397844,17.3395397844,17.7595397844,18.0795397844

Inner Loading (g/m^2)
0.0589192162825,0.25,0.0843888557606,2.50781130713,2.50635991958,2.50519153132,2.5043225384,2.50362206539,2.5034531063,2.503288536,2.50313079534,2.50296822483,2.50237863933,2.50209776474,2.50186039123,2.50167350845,2.50143797084,2.50134464654,2.50103534042,2.5007766555,2.50062376638,2.50063229267
0.1544571166,0.0861876451537,0.58469186844,2.50781130633,2.50635991892,2.50519153082,2.50432253802,2.50362206511,2.50345217918,2.50328677998,2.50312829465,2.50296506575,2.5023762215,2.50209569537,2.50185860728,2.50167194448,2.50143667132,2.50134345192,2.50103445159,2.50077601109,2.5006232487,2.50063177245

Outer Loading (g/m^2)
0.0,0.0,0.0,9.65219661136,12.9160982823,15.4574311629,17.3127356064,18.7448189679,19.2962576144,19.7746714755,20.193695517,20.5593152396,21.3646439269,21.6959725958,21.9097454363,22.0088060888,22.0310825409,22.623984794,24.7974205922,27.993713807,32.3228023121,23.9242984024
0.0,0.0,0.0,12.7374465737,16.9566910099,20.2406816292,22.637089015,24.4857559279,25.3213193653,26.0638234289,26.7314338971,27.3316282573,28.3476733961,28.7592750863,29.0187340478,29.1306823843,29.1364039767,29.9095748055,32.7421555988,36.9185590216,42.5929450405,31.5318465126

Total Oxide (g/m^2)
0.0589192162825,0.25,0.0843888557606,12.1600079185,15.4224582019,17.9626226942,19.8170581448,21.2484410333,21.7997107207,22.2779600115,22.6968263124,23.0622834644,23.8670225663,24.1980703606,24.4116058275,24.5104795973,24.5325205117,25.1253294406,27.2984559326,30.4944904625,34.8234260785,26.4249306951
0.1544571166,0.0861876451537,0.58469186844,15.2452578801,19.4630509288,22.74587316,25.141411553,26.989377993,27.8247715444,28.5671102089,29.2345621918,29.834593323,30.8500496176,31.2613707816,31.520592655,31.6323543288,31.637840648,32.4109182574,35.2431900504,39.4193350327,45.0935682892,34.0324782851

Outlet Corrosion Rate (um/a)
102.069105323,102.069105323,102.069105323,102.069105323,102.069105323,102.069105323,102.069105323,102.069105323,102.069105323
111.454515726,111.928303192,104.949385564,104.06229424,103.823828599,102.748626126,86.6813555362,91.0028207084,97.5565243247
68.3332404209,70.1470902861,88.1323382107,73.6883720319,65.3460437111,65.1186170394,63.5741084837,63.1547308068,64.6794087061
59.6143957155,60.447876485,64.8703856202,73.534076031,60.2230005647,60.1688457043,56.4695737404,55.6486677237,57.0702949034
75.0909493331,55.4283800667,57.6996596099,83.4541028466,58.2214109122,54.6767419523,52.2691938749,51.2178372715,52.6914949242
82.8610303537,52.0884034858,53.4792853078,64.0501037257,53.5786086089,51.1278999632,49.3303745665,48.9748820726,52.7758234753
64.4288784208,82.3326219977,72.6339647057,57.1839537835,54.5080529583,52.0212251835,47.0434089801,50.824250604,54.552471742
57.7185760341,64.3600948671,77.1581801805,53.047557605,51.0355221279,49.1673124518,53.9135932346,47.7975454559,53.1673971292
99.5334291922,57.7433569212,62.6450706424,91.4210983116,48.4847572144,46.9789883958,53.0059343206,54.420391731,50.0150361029
72.8918319217,68.2719584966,56.5241446851,99.3468225741,46.4605811754,45.194604381,49.8743078834,50.3778312731,47.6224387634
78.8943976596,59.7114077882,92.9914102036,75.1940357869,44.7931798122,47.735642776,47.4915759415,61.2699664013,45.7001721709
26.5374049907,31.8435530647,32.008129985,25.7287586831,28.5980502792,20.0318184321,18.908947936,22.3687033879,30.3795371716
25.7917827704,32.5178344575,29.1053019358,25.0319796024,28.8873255448,20.3196204123,30.7072536568,21.8893609238,30.0457500452
25.7917827704,32.5178344575,29.1053019358,25.0319796024,28.8873255448,20.3196204123,30.7072536568,21.8893609238,30.0457500452
25.7917827704,32.5178344575,29.1053019358,25.0319796024,28.8873255448,20.3196204123,30.7072536568,21.8893609238,30.0457500452
25.7917827704,32.5178344575,29.1053019358,25.0319796024,28.8873255448,20.3196204123,30.7072536568,21.8893609238,30.0457500452
25.7917827704,32.5178344575,29.1053019358,25.0319796024,28.8873255448,20.3196204123,30.7072536568,21.8893609238,30.0457500452
25.7917827704,32.5178344575,29.1053019358,25.0319796024,28.8873255448,20.3196204123,30.7072536568,21.8893609238,30.0457500452
25.7917827704,32.5178344575,29.1053019358,25.0319796024,28.8873255448,20.3196204123,30.7072536568,21.8893609238,30.0457500452
25.7917827704,32.5178344575,29.1053019358,25.0319796024,28.8873255448,20.3196204123,30.7072536568,21.8893609238,30.0457500452
25.7917827704,32.5178344575,29.1053019358,25.0319796024,28.8873255448,20.3196204123,30.7072536568,21.8893609238,30.0457500452
25.7917827704,32.5178344575,29.1053019358,25.0319796024,28.8873255448,20.3196204123,30.7072536568,21.8893609238,30.0457500452
25.7917827704,32.5178344575,29.1053019358,25.0319796024,28.8873255448,20.3196204123,30.7072536568,21.8893609238,30.0457500452
25.7917827704,32.5178344575,29.1053019358,25.0319796024,28.8873255448,20.3196204123,30.7072536568,21.8893609238,30.0457500452
25.7917827704,32.5178344575,29.1053019358,25.0319796024,28.8873255448,20.3196204123,30.7072536568,21.8893609238,30.0457500452
